sentence,label,articles,Logical Form,Logical Form 2
An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.,1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.,(forall a (IsAsian(a) and (IsWearingWhiteShirt(b) and HasBlackStripes(c)) and IsSeated(d)) & (forall e (forall a ( IsSeated(e) ->  IsAsian(a)))) & (forall e (forall b ( IsSeated(e) ->    IsWearingWhiteShirt(b))))) -> (exists e (IsSeated(e))),(exists c (exists a (exists d (exists b (IsAsian(a) and (IsWearingWhiteShirt(b) and HasBlackStripes(c)) and IsSeated(d))))) & (forall f (forall g ( IsSeated(f) ->  IsAsian(g)))) & (forall i (forall h ( IsSeated(h) ->    IsWearingWhiteShirt(i))))) -> (exists e (IsSeated(e)))
"Boy in red and black shirt walks through grass. Therefore, the boy is walking.",1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking.",(IsWalking(a)) -> (IsWalking(a) and IsInGrass(b)),(exists a (IsWalking(a))) -> (exists a (exists b (IsWalking(a) and IsInGrass(b))))
"These girls are having a great time looking for seashells. As a consequence, the girls are happy.",1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy.",(IsHaving(a) and IsLooking(a) and IsSeashells(b) & (forall a ( IsHaving(a) ->  IsHappy(a))) & (forall a ( IsHappy(a) ->  IsHaving(a))) & (forall a ( IsHappy(a) ->   IsLooking(a)))) -> (IsHappy(a)),(exists a (exists b (IsHaving(a) and IsLooking(a) and IsSeashells(b))) & (forall c ( IsHaving(c) ->  IsHappy(c))) & (forall d ( IsHappy(d) ->  IsHaving(d))) & (forall e ( IsHappy(e) ->   IsLooking(e)))) -> (exists a (IsHappy(a)))
"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums.",1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums.",(exists a (IsSmall(a) and IsPlaying(a) and HasSticks(c)) & (forall a (forall d ( IsPlaying(d) ->  IsSmall(a))))) -> (forall d (IsPlaying(d) and HasElectronicDrums(e))),(exists c (exists a (IsSmall(a) and IsPlaying(a) and HasSticks(c))) & (forall f (forall g ( IsPlaying(f) ->  IsSmall(g))))) -> (exists e (exists d (IsPlaying(d) and HasElectronicDrums(e))))
"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo.",1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo.","(exists c (exists b (exists a (IsBlond(a) and HasTattooOfAnAngel(b) and IsOnHerArm(c))))) -> (forall e (forall d (IsWithTattoo(d) and WalksDownTheStreet(e,f))))","(exists c (exists a (exists b (IsBlond(a) and HasTattooOfAnAngel(b) and IsOnHerArm(c))))) -> (exists f (exists e (exists d (IsWithTattoo(d) and WalksDownTheStreet(e,f)))))"
"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball.",1,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball.","(exists b (forall a (IsChased(a,b)))) -> (forall d (exists c (IsTan(c) and IsChased(c,d))))","(exists a (exists b (IsChased(a,b)))) -> (exists c (exists d (IsTan(c) and IsChased(c,d))))"
"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running.",1,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running.","(exists b (IsRunsThrough(a,b))) -> (forall c (IsOutside(a,c)))","(exists a (exists b (IsRunsThrough(a,b)))) -> (exists c (exists a (IsOutside(a,c))))"
"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football.",1,"A guy with a football, a crowd watching him. Consequently, there is a guy holding a football.",(exists b (IsHolding(b) and IsAFootball(a)) & (forall c (forall a ( IsWithFootball(c) ->   IsAFootball(a))))) -> (forall d (forall c (IsWithFootball(c) and IsBeingWatchedBy(d)))),(exists a (exists b (IsHolding(b) and IsAFootball(a))) & (forall f (forall e ( IsWithFootball(e) ->   IsAFootball(f))))) -> (exists c (exists d (IsWithFootball(c) and IsBeingWatchedBy(d))))
Two women are tending to their herd of animals including cows and goats near a building made primarily of stone. It follows that the two women are taking care of a herd of animals.,1,Two women are tending to their herd of animals including cows and goats near a building made primarily of stone. It follows that the two women are taking care of a herd of animals.,"(IsTakingCareOf(a,b)) -> (IsNear(a,c) and IsMadePrimarilyOfStone(c))","(exists a (exists b (IsTakingCareOf(a,b)))) -> (exists c (exists a (IsNear(a,c) and IsMadePrimarilyOfStone(c))))"
"A boy and girl play together on a pile or rocks in a residential area. Thus, the boy and girl are outside.",1,"A boy and girl play together on a pile or rocks in a residential area. Thus, the boy and girl are outside.","(forall b (IsPlayingTogether(b,a) and IsOnPileOfRocks(c))) -> (exists d (IsOutside(a) and IsBoy(d)))","(exists c (exists a (exists b (IsPlayingTogether(b,a) and IsOnPileOfRocks(c))))) -> (exists a (exists d (IsOutside(a) and IsBoy(d))))"
"A boy stands in the middle of a crowd of teenagers. Thus, a person stands in the middle of a crowd of teenagers.",1,"A boy stands in the middle of a crowd of teenagers. Thus, a person stands in the middle of a crowd of teenagers.",(forall b (forall a (IsInCrowd(a) and IsTeenager(b)))) -> (exists e (exists c (IsInCrowd(c) and IsTeenager(e)))),(exists a (exists b (IsInCrowd(a) and IsTeenager(b)))) -> (exists e (exists c (IsInCrowd(c) and IsTeenager(e))))
"Two men are standing in a boat. Thus, some people are in a boat.",1,"Two men are standing in a boat. Thus, some people are in a boat.",(forall a (AreStandingIn(b) and IsInBoat(a))) -> (exists c (IsInBoat(c))),(exists a (exists b (AreStandingIn(b) and IsInBoat(a)))) -> (exists c (IsInBoat(c)))
An Asian woman dressed in a colorful outfit laughing. It follows that a woman is wearing colorful clothing.,1,An Asian woman dressed in a colorful outfit laughing. It follows that a woman is wearing colorful clothing.,(forall b (IsAsian(b) and IsWearingColorfulClothing(a)) & (forall a (forall b ( IsAsian(b) ->  IsWearingColorfulClothing(a)))) & (forall a (forall b ( IsWearingColorfulClothing(a) ->  IsAsian(b))))) -> (exists a (IsWearingColorfulClothing(a))),(exists a (exists b (IsAsian(b) and IsWearingColorfulClothing(a))) & (forall e (forall d ( IsAsian(d) ->  IsWearingColorfulClothing(e)))) & (forall f (forall g ( IsWearingColorfulClothing(f) ->  IsAsian(g))))) -> (exists a (IsWearingColorfulClothing(a)))
"A woman in black reviews a message as she walks to work. Hence, the woman in black has a job.",1,"A woman in black reviews a message as she walks to work. Hence, the woman in black has a job.",(exists b (IsInBlack(a) and HasJob(b)) & (forall b (forall d (  IsWalksToWork(d) ->   HasJob(b))))) -> (forall d (IsReviewsMessages(a) and IsWalksToWork(d))),(exists a (exists b (IsInBlack(a) and HasJob(b))) & (forall f (forall e (  IsWalksToWork(e) ->   HasJob(f))))) -> (exists a (exists d (IsReviewsMessages(a) and IsWalksToWork(d))))
"A shirtless man rock climbs. As a consequence, a man is outside.",1,"A shirtless man rock climbs. As a consequence, a man is outside.",() -> (),() -> ()
"A man wearing a kilt has thrown a large pole. Therefore, a man is wearing a skirt.",1,"A man wearing a kilt has thrown a large pole. Therefore, a man is wearing a skirt.",() -> (),() -> ()
"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Consequently, a man is taking a picture outdoors while a woman walks behind him.",1,"A man in a blue t-shirt is taking a picture while a woman with an umbrella walks behind him. Consequently, a man is taking a picture outdoors while a woman walks behind him.",(forall b (forall a (IsTakingAPicture(a) and IsBehind(b)))) -> (exists c (IsTakingAPicture(a) and IsOutdoors(c) and IsBehind(b))),(exists a (exists b (IsTakingAPicture(a) and IsBehind(b)))) -> (exists c (exists a (exists b (IsTakingAPicture(a) and IsOutdoors(c) and IsBehind(b)))))
"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike.",1,"A child and a parent or older sibling going for a hike. Consequently, two people are going for a hike.","(exists c (exists b ((IsChildOf(a,b) and IsOnHike(d)) or (IsOlderSiblingOf(a,c) and IsOnHike(d))))) -> (forall e (IsOnHike(e)))","(exists c (exists a (exists d (exists b ((IsChildOf(a,b) and IsOnHike(d)) or (IsOlderSiblingOf(a,c) and IsOnHike(d))))))) -> (exists e (IsOnHike(e)))"
"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors.",1,"Two kids in black trunks bouncing on a wet trampoline. Consequently, children play on trampolines outdoors.","(exists c (forall a (IsInBlackTrunks(a) and IsBouncedOnWetTrampoline(c))) & (forall e (forall c (forall d (  IsBouncedOnWetTrampoline(c) ->  IsPlayedOn(d,e))))) & (forall e (forall c (forall d ( IsPlayedOn(d,e) ->   IsBouncedOnWetTrampoline(c)))))) -> (forall e (exists d (IsPlayedOn(d,e) and IsOutdoors(f))))","(exists c (exists a (IsInBlackTrunks(a) and IsBouncedOnWetTrampoline(c))) & (forall i (forall h (forall g (  IsBouncedOnWetTrampoline(g) ->  IsPlayedOn(h,i))))) & (forall l (forall j (forall k ( IsPlayedOn(j,k) ->   IsBouncedOnWetTrampoline(l)))))) -> (exists f (exists e (exists d (IsPlayedOn(d,e) and IsOutdoors(f)))))"
"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table.",1,"2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. Thus, 2 people are at a table.",(forall b (IsAtTable(b))) -> (forall a (exists d (IsSittingBehindTable(a) and HasBeigeBlazer(d)))),(exists b (IsAtTable(b))) -> (exists a (exists d (IsSittingBehindTable(a) and HasBeigeBlazer(d))))
"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling.",1,"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground. It follows that there are people wrestling.",(exists b (IsWrestling(b))) -> (forall c (IsInGroup(c) and IsWatching(d))),(exists b (IsWrestling(b))) -> (exists c (exists d (IsInGroup(c) and IsWatching(d))))
"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window.",1,"two girls looking out the window at ""Hair at Hart."" Hence, two people look out a window.",(exists b (IsLookedOut(a) and IsAtWindow(b))) -> (forall e (IsAtHart(d) and IsLookedOut(e))),(exists a (exists b (IsLookedOut(a) and IsAtWindow(b)))) -> (exists e (exists d (IsAtHart(d) and IsLookedOut(e))))
"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend.",1,"A man visiting a friend in the hospital. Therefore, a man in a hospital receives a visiting friend.","(exists c (IsVisiting(a,c) and IsInHospital(b))) -> (forall d (IsInHospital(a) and IsVisiting(a,d)))","(exists c (exists a (exists b (IsVisiting(a,c) and IsInHospital(b))))) -> (exists a (exists d (IsInHospital(a) and IsVisiting(a,d))))"
"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle.",1,"A schoolgirl is jumping over a low hurdle. Consequently, a girl is jumping over a hurdle.",() -> (),() -> ()
"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble.",1,"Young Asian girl is sitting on the ground in rubble. Hence, the young Asian girl is outside in the rubble.",(exists b (forall c (exists a (IsYoung(a) and IsOutside(c) and IsInRubble(b)))) & (forall a ( IsSitting(a) ->  IsYoung(a)))) -> (exists b (exists a (forall d (IsSitting(a) and IsOnGround(d) and IsInRubble(b))))),(exists c (exists a (exists b (IsYoung(a) and IsOutside(c) and IsInRubble(b)))) & (forall e ( IsSitting(e) ->  IsYoung(e)))) -> (exists b (exists a (exists d (IsSitting(a) and IsOnGround(d) and IsInRubble(b)))))
"A group of women sing together while wearing matching black dresses. Thus, there are women singing.",1,"A group of women sing together while wearing matching black dresses. Thus, there are women singing.",(exists b (forall a (IsInGroup(a) and MatchingBlackDresses(b)))) -> (forall c (exists c (IsSinging(c)))),(exists a (exists b (IsInGroup(a) and MatchingBlackDresses(b)))) -> (exists c (IsSinging(c)))
Two boys in running clothes stretching. This implies that the boys are stretching.,1,Two boys in running clothes stretching. This implies that the boys are stretching.,(exists c (exists a (IsInRunningClothes(a) and IsStretching(c)))) -> (forall d (IsStretching(d))),(exists c (exists a (IsInRunningClothes(a) and IsStretching(c)))) -> (exists d (IsStretching(d)))
A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.,1,A group of young men in a gym take turns scoring in basketball. This implies that guys are indoors.,(forall a ((IsInGym(a) and TakesTurns(a)) and ScoresInBasketball(a)) & (forall a (forall d ( IsIndoors(d) ->   TakesTurns(a))))) -> (exists d (IsIndoors(d))),(exists a ((IsInGym(a) and TakesTurns(a)) and ScoresInBasketball(a)) & (forall f (forall g ( IsIndoors(f) ->   TakesTurns(g))))) -> (exists d (IsIndoors(d)))
"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor.",1,"An Eastern vendor sits by his stall with a rooster nearby. Consequently, a rooster near a vendor.","(exists a (forall b (IsNear(b,a))) & (forall c (forall a (forall b ( IsNear(b,a) ->  IsHas(a,c))))) & (forall c (forall a (forall b ( IsHas(a,c) ->  IsNear(b,a))))) & (forall a (forall d (forall b ( IsNear(b,a) ->   IsNearby(d)))))) -> (forall d (exists c (IsHas(a,c) and IsNearby(d))))","(exists a (exists b (IsNear(b,a))) & (forall f (forall e (forall g ( IsNear(e,f) ->  IsHas(f,g))))) & (forall i (forall j (forall h ( IsHas(h,i) ->  IsNear(j,h))))) & (forall l (forall m (forall k ( IsNear(k,l) ->   IsNearby(m)))))) -> (exists c (exists a (exists d (IsHas(a,c) and IsNearby(d)))))"
"A bird is perched on a tree branch. Thus, a bird is perching in a tree.",1,"A bird is perched on a tree branch. Thus, a bird is perching in a tree.","(exists c (IsPerchedOn(a,b) and IsOnBranch(a,c)) & (forall a (forall b ( IsPerchedOn(a,b) ->  IsPerching(a))))) -> (forall b (IsPerching(a) and IsInTree(b)))","(exists c (exists a (exists b (IsPerchedOn(a,b) and IsOnBranch(a,c)))) & (forall e (forall d ( IsPerchedOn(d,e) ->  IsPerching(d))))) -> (exists a (exists b (IsPerching(a) and IsInTree(b))))"
"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station.",1,"A man in an overcoat putting on his gloves at a subway station. Therefore, a person is in the subway station.",(IsInOvercoat(b) and IsPuttingOnGloves(b)) -> (IsInSubwayStation(c)),(exists b (IsInOvercoat(b) and IsPuttingOnGloves(b))) -> (exists c (IsInSubwayStation(c)))
"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside.",1,"Person with umbrella observes flooded streets with cars in the water. Consequently, a person is outside.",(forall b (IsOutside(b))) -> (exists c (IsInWater(d) and IsInFlood(c))),(exists b (IsOutside(b))) -> (exists c (exists d (IsInWater(d) and IsInFlood(c))))
A group of people are camping out on some rocks. This implies that people are outdoors.,1,A group of people are camping out on some rocks. This implies that people are outdoors.,(forall b (IsCampingOn(a) and IsInGroup(b)) & (forall a (forall d ( IsCampingOn(a) ->  IsOutdoors(d))))) -> (exists c (IsOutdoors(c))),(exists a (exists b (IsCampingOn(a) and IsInGroup(b))) & (forall f (forall e ( IsCampingOn(e) ->  IsOutdoors(f))))) -> (exists c (IsOutdoors(c)))
A choir made up of varying ages of people are performing. This implies that the choir is singing.,1,A choir made up of varying ages of people are performing. This implies that the choir is singing.,(IsPerforming(a) & (forall a (forall b ( IsPerforming(a) ->  IsSinging(b)))) & (forall a (forall b ( IsSinging(b) ->  IsPerforming(a))))) -> (IsSinging(b)),(exists a (IsPerforming(a)) & (forall c (forall d ( IsPerforming(c) ->  IsSinging(d)))) & (forall f (forall e ( IsSinging(e) ->  IsPerforming(f))))) -> (exists b (IsSinging(b)))
A man scales a rock climbing wall. It follows that a man rock climbing.,1,A man scales a rock climbing wall. It follows that a man rock climbing.,"(IsScaling(a,b)) -> (IsRockClimbing(a,c))","(exists a (exists b (IsScaling(a,b)))) -> (exists c (exists a (IsRockClimbing(a,c))))"
"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside.",1,"A little white dog runs outside, their ears blown back in the wind. It follows that there is an animal outside.",(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a)) & (forall a (forall b (  IsWhite(a) ->  IsOutside(b)))) & (forall a (forall b (  RunsOutside(a) ->  IsOutside(b))))) -> (forall c (IsOutside(c))),(exists a (IsLittle(a) and IsWhite(a) and RunsOutside(a)) & (forall e (forall d (  IsWhite(d) ->  IsOutside(e)))) & (forall f (forall g (  RunsOutside(f) ->  IsOutside(g))))) -> (exists c (IsOutside(c)))
"A bearded man sits near a white van. As a consequence, a man sitting outside near a van.",1,"A bearded man sits near a white van. As a consequence, a man sitting outside near a van.","(exists b (IsBearded(a) and IsNear(a,b))) -> (forall d (IsSitting(c) and IsNear(c,d)))","(exists a (exists b (IsBearded(a) and IsNear(a,b)))) -> (exists c (exists d (IsSitting(c) and IsNear(c,d))))"
"Two children wearing hooded tops laughing with each other. Thus, children laugh.",1,"Two children wearing hooded tops laughing with each other. Thus, children laugh.",(exists a (IsWearingHoodedTops(a) and LaughsWithEachOther(c))) -> (forall d (IsLaugh(d))),(exists c (exists a (IsWearingHoodedTops(a) and LaughsWithEachOther(c)))) -> (exists d (IsLaugh(d)))
"A man in glasses in a basement. Thus, the basement has a man in it.",1,"A man in glasses in a basement. Thus, the basement has a man in it.",(IsInBasement(a)) -> (IsInBasement(a)),(exists a (IsInBasement(a))) -> (exists a (IsInBasement(a)))
A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd.,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd.,(IsInWhiteShirt(a) and SpeaksIntoMicrophone(a) & (forall a (forall d ( IsInWhiteShirt(a) ->  IsMakingASpeech(d)))) & (forall a (forall d ( IsMakingASpeech(d) ->  IsInWhiteShirt(a)))) & (forall a (forall d (  SpeaksIntoMicrophone(a) ->  IsMakingASpeech(d)))) & (forall a (forall d ( IsMakingASpeech(d) ->   SpeaksIntoMicrophone(a))))) -> (IsMakingASpeech(d) and IsInFrontOfCrowd(e)),(exists a (IsInWhiteShirt(a) and SpeaksIntoMicrophone(a)) & (forall f (forall g ( IsInWhiteShirt(f) ->  IsMakingASpeech(g)))) & (forall i (forall h ( IsMakingASpeech(h) ->  IsInWhiteShirt(i)))) & (forall j (forall k (  SpeaksIntoMicrophone(j) ->  IsMakingASpeech(k)))) & (forall l (forall m ( IsMakingASpeech(l) ->   SpeaksIntoMicrophone(m))))) -> (exists e (exists d (IsMakingASpeech(d) and IsInFrontOfCrowd(e))))
A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.,"(forall a (IsBrownAndWhite(a) and IsNear(a,b)) & (forall b (forall c (forall a (forall d ( IsChainedTo(c,d) ->   IsNear(a,b))))))) -> (exists c (IsChainedTo(c,d)))","(exists a (exists b (IsBrownAndWhite(a) and IsNear(a,b))) & (forall f (forall e (forall h (forall g ( IsChainedTo(e,f) ->   IsNear(g,h))))))) -> (exists c (exists d (IsChainedTo(c,d))))"
"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her.",1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her.","(exists b (IsTaught(a,b) and IsRidden(c))) -> (forall d (IsTaught(a,d)))","(exists c (exists a (exists b (IsTaught(a,b) and IsRidden(c))))) -> (exists a (exists d (IsTaught(a,d))))"
"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside.",1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside.",(IsOutside(b) & (forall a ( IsOutside(a) ->  IsSmall(a)))) -> (IsSmall(a) and HasShortBrownHair(a)),(exists b (IsOutside(b)) & (forall e ( IsOutside(e) ->  IsSmall(e)))) -> (exists a (IsSmall(a) and HasShortBrownHair(a)))
"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children.",1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children.",(IsInBlackCap(b) and IsSwingingWithChildren(a) & (forall a (forall b ( IsInBlackHat(a) ->  IsInBlackCap(b))))) -> (IsInBlackHat(a) and (IsSwingingWithChildren(a) or IsChildren(a))),(exists a (exists b (IsInBlackCap(b) and IsSwingingWithChildren(a))) & (forall e (forall d ( IsInBlackHat(d) ->  IsInBlackCap(e))))) -> (exists a (IsInBlackHat(a) and (IsSwingingWithChildren(a) or IsChildren(a))))
"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man.",1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man.",(IsInBlueCollaredShirt(a) and IsSatInFrontOf(b)) -> (IsSatInFrontOf(b)),(exists a (exists b (IsInBlueCollaredShirt(a) and IsSatInFrontOf(b)))) -> (exists b (IsSatInFrontOf(b)))
"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard.",1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard.",(IsYoung(b) and IsInOrangeShirt(c) and IsRidesSkateboard(a) & (forall a (forall b ( IsRidesSkateboard(a) ->  IsYoung(b))))) -> (IsRidesSkateboard(a)),(exists c (exists a (exists b (IsYoung(b) and IsInOrangeShirt(c) and IsRidesSkateboard(a)))) & (forall f (forall e ( IsRidesSkateboard(e) ->  IsYoung(f))))) -> (exists a (IsRidesSkateboard(a)))
"A large group of people walking in a busy city at night. Consequently, people are walking a city.",1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.",(exists c (forall b (forall a (exists a (IsLarge(a) and IsBusy(b) and IsAtNight(c))))) & (forall e (forall b (  IsBusy(b) ->   IsInCity(e)))) & (forall e (forall b (  IsInCity(e) ->   IsBusy(b))))) -> (forall e (exists e (forall d (IsWalk(d) and IsInCity(e))))),(exists c (exists a (exists b (IsLarge(a) and IsBusy(b) and IsAtNight(c)))) & (forall f (forall g (  IsBusy(f) ->   IsInCity(g)))) & (forall i (forall h (  IsInCity(h) ->   IsBusy(i))))) -> (exists e (exists d (IsWalk(d) and IsInCity(e))))
"A group of people are walking by a van. Therefore, some people outdoors.",1,"A group of people are walking by a van. Therefore, some people outdoors.",() -> (),() -> ()
"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting.",1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting.","(exists b (exists a (IsWhite(a) and IsFighting(b)))) -> (forall c (IsInFencedInRoom(c) and (IsFighting(c,d) or IsNotFighting(c,d))))","(exists a (exists b (IsWhite(a) and IsFighting(b)))) -> (exists c (exists d (IsInFencedInRoom(c) and (IsFighting(c,d) or IsNotFighting(c,d)))))"
"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs.",1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs.",(IsWhite(a) and (WearsMuzzle(a) and RunsAroundTrack(a)) & (forall a (forall b ( IsRacing(b) ->   RunsAroundTrack(a))))) -> (IsRacing(b) and IsOtherDog(c)),(exists a (IsWhite(a) and (WearsMuzzle(a) and RunsAroundTrack(a))) & (forall e (forall d ( IsRacing(d) ->   RunsAroundTrack(e))))) -> (exists c (exists b (IsRacing(b) and IsOtherDog(c))))
The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.,(IsPitching(a) and IsTheBall(b) & (forall a ( IsPitching(a) ->  IsThrows(a))) & (forall a ( IsThrows(a) ->  IsPitching(a)))) -> (IsThrows(a) and IsTheBall(b)),(exists a (exists b (IsPitching(a) and IsTheBall(b))) & (forall c ( IsPitching(c) ->  IsThrows(c))) & (forall d ( IsThrows(d) ->  IsPitching(d)))) -> (exists a (exists b (IsThrows(a) and IsTheBall(b))))
"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow.",1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow.",(exists b (IsMaking(a) and IsSnowAngel(b)) & (forall a ( IsMaking(a) ->  IsPlays(a))) & (forall a ( IsPlays(a) ->  IsMaking(a)))) -> (forall c (IsPlays(a) and IsSnow(c))),(exists a (exists b (IsMaking(a) and IsSnowAngel(b))) & (forall d ( IsMaking(d) ->  IsPlays(d))) & (forall e ( IsPlays(e) ->  IsMaking(e)))) -> (exists c (exists a (IsPlays(a) and IsSnow(c))))
"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room.",1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room.",(IsComputer(a) and IsProjectorScreen(a)) -> (IsInOffice(b)),(exists a (IsComputer(a) and IsProjectorScreen(a))) -> (exists b (IsInOffice(b)))
"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head.",1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head.","(IsOn(a,b)) -> (IsOn(c,d))","(exists a (exists b (IsOn(a,b)))) -> (exists c (exists d (IsOn(c,d))))"
Three girls are standing and talking to each other. It follows that three girls are talking.,1,Three girls are standing and talking to each other. It follows that three girls are talking.,(IsStanding(a) and AreTalkingToEachOther(a) & (forall a (  AreTalkingToEachOther(a) ->  IsTalking(a))) & (forall a ( IsTalking(a) ->   AreTalkingToEachOther(a)))) -> (IsTalking(a) and (IsTalking(b) and IsTalking(c))),(exists a (IsStanding(a) and AreTalkingToEachOther(a)) & (forall c (  AreTalkingToEachOther(c) ->  IsTalking(c))) & (forall d ( IsTalking(d) ->   AreTalkingToEachOther(d)))) -> (exists c (exists a (exists b (IsTalking(a) and (IsTalking(b) and IsTalking(c))))))
"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench.",1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench.","(exists b (IsLaying(a,b)) & (forall c (forall a (forall b ( IsLaying(a,b) ->  IsRelaxing(a,c))))) & (forall c (forall a (forall b ( IsRelaxing(a,c) ->  IsLaying(a,b)))))) -> (forall c (IsRelaxing(a,c)))","(exists a (exists b (IsLaying(a,b))) & (forall f (forall e (forall d ( IsLaying(d,e) ->  IsRelaxing(d,f))))) & (forall i (forall h (forall g ( IsRelaxing(g,h) ->  IsLaying(g,i)))))) -> (exists c (exists a (IsRelaxing(a,c))))"
"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.",1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.","(exists b (forall a (IsMan(a) and IsBeingFilmedBy(a,b)))) -> (forall c (exists c ((IsOnSportsField(c) and IsWatchedByHugeAudience(d)) and IsCheeredBy(e))))","(exists a (exists b (IsMan(a) and IsBeingFilmedBy(a,b)))) -> (exists e (exists c (exists d ((IsOnSportsField(c) and IsWatchedByHugeAudience(d)) and IsCheeredBy(e)))))"
