,Unnamed: 0,label,updated_label,articles,Logical Form,Logical Form 2,result,logical_fallacies,sentence
140,140,1,,Ice skiing is a sport where we can play it in a snow. This implies that ice skiing is a snow sport.,(IsSnow(a) and IsPlayed(a) & (forall b (forall a ( IsSnow(b) ->   IsPlayed(a))))) -> (IsSnow(b) and IsSnowSport(b)),(exists a (IsSnow(a) and IsPlayed(a)) & (forall c (forall d ( IsSnow(c) ->   IsPlayed(d))))) -> (exists b (IsSnow(b) and IsSnowSport(b))),1,,
141,141,1,,3 girls imitating a sexual position at a party. This implies that three girls are at a party.,"(forall a (IsImitated(a,b))) -> (exists c (IsAtParty(c) and (IsAtParty(c1) and IsAtParty(c2) and IsAtParty(c3))))","(exists b (exists a (IsImitated(a,b)))) -> (exists c (IsAtParty(c) and (IsAtParty(c1) and IsAtParty(c2) and IsAtParty(c3))))",1,,
142,142,1,,"A greyhound races on the dirt. Hence, a dog races on the dirt.",() -> (),() -> (),1,,
143,143,1,,"a small black and white jumping to catch something in its mouth. Hence, a animal is leaping.",(forall a (IsSmall(a) and IsBlackAndWhite(a) and IsLeaping(a))) -> (exists b (IsLeaping(b))),(exists a (IsSmall(a) and IsBlackAndWhite(a) and IsLeaping(a))) -> (exists b (IsLeaping(b))),1,,
144,144,1,,"A woman sits alone on a park bench in the sun. Hence, a women is in a park.",(IsSittingAlone(a) and IsInParkBench(b) and IsInSun(c)) -> (IsInPark(a)),(exists b (exists c (exists a (IsSittingAlone(a) and IsInParkBench(b) and IsInSun(c))))) -> (exists a (IsInPark(a))),1,,
145,145,1,,A man is standing on a ladder painting bricks. It follows that the guy is painting bricks while standing on a ladder.,(IsOnLadder(a) and IsPainting(b)) -> (IsPainting(a) and IsBricks(b)),(exists b (exists a (IsOnLadder(a) and IsPainting(b)))) -> (exists b (exists a (IsPainting(a) and IsBricks(b)))),1,,
146,146,1,,"A man with no shirt on and a hat is using a hammer and anvil. Consequently, the man is working.","((IsWithoutShirt(a) and IsUsingHammerAndAnvil(d,e)) & (forall a (forall d (forall e (forall f (   IsUsingHammerAndAnvil(d,e) ->  IsWorking(a,f))))))) -> (IsWorking(a,f))","(exists d (exists a (exists e ((IsWithoutShirt(a) and IsUsingHammerAndAnvil(d,e))))) & (forall g (forall h (forall j (forall i (   IsUsingHammerAndAnvil(g,h) ->  IsWorking(i,j))))))) -> (exists a (exists f (IsWorking(a,f))))",1,,
147,147,1,,"A woman with a walkie talkie and a bicycle helmet and bicycle standing near another woman in a black jacket. As a consequence, a pair of women stand together near a bike.","(IsHas(a,b) and IsWearing(c) & (forall c (forall e (  IsWearing(c) ->   IsNear(e))))) -> (IsStandingTogether(d) and IsNear(e))","(exists b (exists c (exists a (IsHas(a,b) and IsWearing(c)))) & (forall g (forall f (  IsWearing(f) ->   IsNear(g))))) -> (exists d (exists e (IsStandingTogether(d) and IsNear(e))))",1,,
148,148,1,,"Factory workers are steadily completing their jobs. Consequently, people working hard in a factory.","(forall a (IsSteadilyCompleting(a,b)) & (forall b (forall c (forall a ( IsSteadilyCompleting(a,b) ->  IsWorkingHard(c))))) & (forall d (forall b (forall a ( IsSteadilyCompleting(a,b) ->   IsInFactory(d)))))) -> (exists d (IsWorkingHard(c) and IsInFactory(d)))","(exists b (exists a (IsSteadilyCompleting(a,b))) & (forall g (forall e (forall f ( IsSteadilyCompleting(e,f) ->  IsWorkingHard(g))))) & (forall h (forall j (forall i ( IsSteadilyCompleting(h,i) ->   IsInFactory(j)))))) -> (exists c (exists d (IsWorkingHard(c) and IsInFactory(d))))",1,,
149,149,1,,The boy is coming down the amusement slide on his knees. It follows that the boy is coming down the slide.,(IsOnHisKnees(a) and IsOnAmusementSlide(b) & (forall b (forall a ( IsOnSlide(a) ->   IsOnAmusementSlide(b))))) -> (IsOnSlide(a)),(exists b (exists a (IsOnHisKnees(a) and IsOnAmusementSlide(b))) & (forall e (forall f ( IsOnSlide(e) ->   IsOnAmusementSlide(f))))) -> (exists a (IsOnSlide(a))),1,,
150,150,1,,A family enjoys the outside. This implies that there is a family outdoors.,"(forall b (forall a (IsEnjoyed(a,b))) & (forall d (forall b (forall a ( IsEnjoyed(a,b) ->  IsOutdoors(d))))) & (forall b (forall d (forall a ( IsOutdoors(d) ->  IsEnjoyed(a,b)))))) -> (exists d (IsOutdoors(d)))","(exists b (exists a (IsEnjoyed(a,b))) & (forall g (forall e (forall f ( IsEnjoyed(e,f) ->  IsOutdoors(g))))) & (forall h (forall j (forall i ( IsOutdoors(h) ->  IsEnjoyed(i,j)))))) -> (exists d (IsOutdoors(d)))",1,,
151,151,1,,"A bearded man is sitting on a bench wearing a fur lined jacket and hat. As a consequence, this man is dressed for cold weather.",(forall b (IsBearded(a) and IsDressedForColdWeather(b)) & (forall b (forall e (  IsDressedForColdWeather(b) ->    IsWearingFurLinedJacket(e)))) & (forall b (forall e (   IsWearingFurLinedJacket(e) ->   IsDressedForColdWeather(b)))) & (forall b (forall f (  IsDressedForColdWeather(b) ->    IsWearingHat(f)))) & (forall b (forall f (   IsWearingHat(f) ->   IsDressedForColdWeather(b))))) -> (exists e (IsSittingOnBench(c) and (IsWearingFurLinedJacket(e) and IsWearingHat(f)))),(exists b (exists a (IsBearded(a) and IsDressedForColdWeather(b))) & (forall g (forall h (  IsDressedForColdWeather(g) ->    IsWearingFurLinedJacket(h)))) & (forall i (forall j (   IsWearingFurLinedJacket(i) ->   IsDressedForColdWeather(j)))) & (forall k (forall l (  IsDressedForColdWeather(k) ->    IsWearingHat(l)))) & (forall m (forall n (   IsWearingHat(m) ->   IsDressedForColdWeather(n))))) -> (exists c (exists e (exists f (IsSittingOnBench(c) and (IsWearingFurLinedJacket(e) and IsWearingHat(f)))))),1,,
152,152,1,,"Two martial artists spar while a referee wearing a tie looks on. Thus, two martial srtits are fighting.",(IsSparring(a) and IsTwo(a) & (forall a ( IsSparring(a) ->  IsFighting(a))) & (forall a ( IsFighting(a) ->  IsSparring(a)))) -> (IsFighting(a) and IsFighting(b)),(exists a (IsSparring(a) and IsTwo(a)) & (forall b ( IsSparring(b) ->  IsFighting(b))) & (forall c ( IsFighting(c) ->  IsSparring(c)))) -> (exists b (exists a (IsFighting(a) and IsFighting(b)))),1,,
153,153,1,,"A young woman waits on a busy street at night. Hence, a young woman is outside at night.",(exists c (exists b (forall a (IsYoung(a) and IsOnBusyStreet(b) and IsAtNight(c)))) & (forall c (forall e (  IsAtNight(c) ->   IsOutside(e))))) -> (forall f (forall e (exists d (IsYoung(d) and IsOutside(e) and IsAtNight(f))))),(exists b (exists c (exists a (IsYoung(a) and IsOnBusyStreet(b) and IsAtNight(c)))) & (forall g (forall h (  IsAtNight(g) ->   IsOutside(h))))) -> (exists d (exists e (exists f (IsYoung(d) and IsOutside(e) and IsAtNight(f))))),1,,
154,154,1,,"man laying on bench holding leash of dog sitting on ground. Therefore, a man is laying on a bench with his dog.",() -> (),() -> (),1,,
155,155,1,,"People are outside on the sidewalk where there are small decorated buildings that could be selling something. Consequently, there are people outside a building.","(exists a (IsOutside(a) and IsInBuilding(b))) -> (exists a (forall b (IsSelling(a) and ~IsBuying(a,b))))","(exists b (exists a (IsOutside(a) and IsInBuilding(b)))) -> (exists b (exists a (IsSelling(a) and ~IsBuying(a,b))))",1,,
156,156,1,,"People sit aboard a train or subway. Thus, people are commuting by train.",((IsOnTrain(a) or IsOnSubway(a)) & (forall a ( IsOnTrain(a) ->  IsCommutingByTrain(a))) & (forall a ( IsCommutingByTrain(a) ->  IsOnTrain(a))) & (forall a (  IsOnSubway(a) ->  IsCommutingByTrain(a)))) -> (IsCommutingByTrain(a)),(exists a ((IsOnTrain(a) or IsOnSubway(a))) & (forall d ( IsOnTrain(d) ->  IsCommutingByTrain(d))) & (forall e ( IsCommutingByTrain(e) ->  IsOnTrain(e))) & (forall f (  IsOnSubway(f) ->  IsCommutingByTrain(f)))) -> (exists a (IsCommutingByTrain(a))),1,,
157,157,1,,"A man in his bar is pointing his finger up. Hence, the man points towards the ceiling.","(forall a (IsPointingTowards(a,b))) -> (exists e (exists c (IsPointing(c,d) and IsUpward(e))))","(exists b (exists a (IsPointingTowards(a,b)))) -> (exists c (exists d (exists e (IsPointing(c,d) and IsUpward(e)))))",1,,
158,158,1,,"People gather around a lantern to look at a colored mat in the sand. Thus, people gather around a lantern.","(IsGatheredAround(a,b)) -> (IsGatheredAround(a,b))","(exists b (exists a (IsGatheredAround(a,b)))) -> (exists b (exists a (IsGatheredAround(a,b))))",1,,
159,159,1,,"Two kids play in shallow waves against a brilliant blue sky. Thus, the children play outside on a beautiful day.","(exists b (IsPlayingIn(a,b))) -> (forall c (IsBeautiful(c)))","(exists b (exists a (IsPlayingIn(a,b)))) -> (exists c (IsBeautiful(c)))",1,,
160,160,1,,"A man in a red striped shirt talks in to a microphone. Therefore, a man is talking.",() -> (),() -> (),1,,
161,161,1,,"A man kicks up dust on as he rides a four-wheeler, with a crystal blue sky in the background. Consequently, the sky is clear and not raining.",(IsKickedUp(a) and IsOnFourWheeler(b)) -> (IsClear(c) and ~IsNotRaining(d)),(exists b (exists a (IsKickedUp(a) and IsOnFourWheeler(b)))) -> (exists c (exists d (IsClear(c) and ~IsNotRaining(d)))),1,,
162,162,1,,"A man wearing white socks is pedaling a bicycle. Consequently, a man is riding a bicycle outside.","(IsPedaling(a,b) & (forall b (forall a ( IsPedaling(a,b) ->  IsRiding(a,b))))) -> (IsRiding(a,b) and IsOutside(c))","(exists b (exists a (IsPedaling(a,b))) & (forall d (forall e ( IsPedaling(d,e) ->  IsRiding(d,e))))) -> (exists b (exists c (exists a (IsRiding(a,b) and IsOutside(c)))))",1,,
163,163,1,,"Two smoking women lead a pack of women past two men leaning against a building. Consequently, two men are leaning against a building.",() -> (),() -> (),1,,
164,164,1,,One old homeless guy walks by the park. It follows that a homeless man walks past a park.,"(exists b (IsHomeless(b) and IsNear(a,b)) & (forall b (forall c (forall a (  IsNear(a,b) ->  IsHomeless(c)))))) -> (forall c (IsHomeless(c) and IsNear(a,c)))","(exists b (exists a (IsHomeless(b) and IsNear(a,b))) & (forall d (forall e (forall f (  IsNear(d,e) ->  IsHomeless(f)))))) -> (exists c (exists a (IsHomeless(c) and IsNear(a,c))))",1,,
165,165,1,,"A brunette in a navy blue maxi dress walks past a storefront carrying a purse in one hand and something else in her other hand. As a consequence, the woman in the dress has brown hair.","(exists b (exists a (IsInDress(a) and HasBrownHair(b))) & (forall b (  HasBrownHair(b) ->   HasSomethingelse(b)))) -> (exists a (forall b (IsCarries(a,c) and HasSomethingelse(b))))","(exists b (exists a (IsInDress(a) and HasBrownHair(b))) & (forall e (  HasBrownHair(e) ->   HasSomethingelse(e)))) -> (exists b (exists c (exists a (IsCarries(a,c) and HasSomethingelse(b)))))",1,,
166,166,1,,"A teenage girl walks past another with a cellphone. Therefore, two people walk past each other.",() -> (),() -> (),1,,
167,167,1,,"A dog in a ""superman"" shirt sleeps on a blanket. It follows that the dog is sleepy.",() -> (),() -> (),1,,
168,168,1,,"A parade of people in pink marches on. Consequently, a bunch of people in the same color march by.",(forall c (exists b (exists a (IsInParade(a) and IsPink(b) and IsMarching(c)))) & (forall e (forall a (  IsMarchingBy(e) ->  IsInParade(a)))) & (forall c (forall e (  IsMarchingBy(e) ->   IsMarching(c))))) -> (forall e (forall d (IsInSameColor(d) and IsMarchingBy(e)))),(exists b (exists c (exists a (IsInParade(a) and IsPink(b) and IsMarching(c)))) & (forall g (forall h (  IsMarchingBy(g) ->  IsInParade(h)))) & (forall i (forall j (  IsMarchingBy(i) ->   IsMarching(j))))) -> (exists d (exists e (IsInSameColor(d) and IsMarchingBy(e)))),1,,
169,169,1,,"There are 3 people in this picture, a man who is looking through some object, another looking at something else perhaps not in the picture, and a little girl with her mouth open wide. Consequently, there are three humans.",(3 and IsInThisPicture(a)) -> (IsLookingThrough(c)),(exists a (3 and IsInThisPicture(a))) -> (exists c (IsLookingThrough(c))),1,,
170,170,1,,"Lady wearing spectacles points camera with some trepidation. Therefore, a lady is holding a camera.","(exists a (IsLady(a) and IsHolding(a,b)) & (forall b (forall a ( IsHolding(a,b) ->   HasSomeTrepidation(b)))) & (forall b (forall a (  HasSomeTrepidation(b) ->  IsHolding(a,b))))) -> (exists a (forall b (IsHolding(a,b) and HasSomeTrepidation(b))))","(exists b (exists a (IsLady(a) and IsHolding(a,b))) & (forall d (forall e ( IsHolding(d,e) ->   HasSomeTrepidation(e)))) & (forall g (forall f (  HasSomeTrepidation(f) ->  IsHolding(g,f))))) -> (exists b (exists a (IsHolding(a,b) and HasSomeTrepidation(b))))",1,,
171,171,1,,A baby taking a bath in a tub. It follows that an infant is taking a bath.,(IsBaby(b) and IsTakingBath(b)) -> (IsTakingBath(c)),(exists b (IsBaby(b) and IsTakingBath(b))) -> (exists c (IsTakingBath(c))),1,,
172,172,1,,"A person is snowboarding wearing a helmet. Therefore, a person is wearing a snowboard and helmet.",() -> (),() -> (),0,,
173,173,1,,"Young teens hanging out and enjoying themselves. Thus, teens spending free time together.","(forall b (exists a (IsSpent(a,b))) & (forall d (forall b (forall c (forall a ( IsSpent(a,b) ->  IsEnjoyed(c,d)))))) & (forall b (forall c (forall d (forall a ( IsEnjoyed(c,d) ->  IsSpent(a,b))))))) -> (forall d (forall c (IsYoung(c) and IsEnjoyed(c,d))))","(exists b (exists a (IsSpent(a,b))) & (forall g (forall h (forall e (forall f ( IsSpent(e,f) ->  IsEnjoyed(g,h)))))) & (forall k (forall i (forall j (forall l ( IsEnjoyed(i,j) ->  IsSpent(k,l))))))) -> (exists c (exists d (IsYoung(c) and IsEnjoyed(c,d))))",1,,
174,174,1,,"Two small girls, one in black, the other in white, walking down a paved path. As a consequence, a couple was there.",(IsSmall(a) and IsOnPavedPath(b)) -> (IsA(c) and IsConsequence(d)),(exists b (exists a (IsSmall(a) and IsOnPavedPath(b)))) -> (exists c (exists d (IsA(c) and IsConsequence(d)))),0,,
175,175,1,,"A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit. Therefore, a couple gets their drinks from someone.","(exists a (exists b (IsBroughtBy(b,a) and IsSeated(c))) & (forall d (forall b (forall a ( IsBroughtBy(b,a) ->  IsGottenFrom(d,a)))))) -> (forall d (IsGottenFrom(d,a)))","(exists b (exists c (exists a (IsBroughtBy(b,a) and IsSeated(c)))) & (forall g (forall e (forall f ( IsBroughtBy(e,f) ->  IsGottenFrom(g,f)))))) -> (exists d (exists a (IsGottenFrom(d,a))))",1,,
176,176,1,,"Christmas time in a city square full of people. Thus, people are outside.",(IsOutside(a) and IsDuringChristmasTime(b) and IsInCitySquare(c)) -> (IsOutside(a) and (IsDuringChristmasTime(b) and IsInCitySquare(c))),(exists b (exists c (exists a (IsOutside(a) and IsDuringChristmasTime(b) and IsInCitySquare(c))))) -> (exists b (exists c (exists a (IsOutside(a) and (IsDuringChristmasTime(b) and IsInCitySquare(c)))))),1,,
177,177,1,,A baby is lifted into the air by a man wearing no shirt. It follows that a man is playing with a baby.,"(forall b (IsPlayingWith(b,a))) -> (exists c (IsLiftedIntoTheAir(a) and IsWearingNoShirt(c)))","(exists b (exists a (IsPlayingWith(b,a)))) -> (exists c (exists a (IsLiftedIntoTheAir(a) and IsWearingNoShirt(c))))",1,,
178,178,1,,Two workers in a store are wearing aprons. This implies that workers wear aprons.,(exists b (IsWearingAprons(a) and AreInStore(b))) -> (forall d (IsWearingAprons(d))),(exists b (exists a (IsWearingAprons(a) and AreInStore(b)))) -> (exists d (IsWearingAprons(d))),1,,
179,179,1,,Two men are jumping and colliding in the air while two other men look on. This implies that two men jumping in the air while two other men watch.,(forall a (IsJumping(a) and IsColliding(a))) -> (exists c ((IsJumping(a) and IsWatching(c)))),(exists a (IsJumping(a) and IsColliding(a))) -> (exists c (exists a ((IsJumping(a) and IsWatching(c))))),1,,
180,180,1,,"A white-haired coach stands in front of a group of high school age boys running past him. Therefore, a coach stands near some teens.","(forall b (IsStandingNear(b,a))) -> (exists c (IsStandingNear(c,a) and HasWhiteHair(c)))","(exists b (exists a (IsStandingNear(b,a)))) -> (exists c (exists a (IsStandingNear(c,a) and HasWhiteHair(c))))",1,,
181,181,1,,"Men, women and children waiting and walking in an outdoor waiting area. As a consequence, there are people waiting outside.",(forall a (IsWaitingOutside(a))) -> (exists d ((IsWaitingOutside(c) and IsWaitingOutside(d)) or IsWaitingOutside(e))),(exists a (IsWaitingOutside(a))) -> (exists c (exists d (exists e ((IsWaitingOutside(c) and IsWaitingOutside(d)) or IsWaitingOutside(e))))),1,,
182,182,1,,"A girl wears gray and yellow uniform with heeled boots while four other girls wear yellow and black costumes with hats. Consequently, five girls are wearing yellow clothing.","(IsWears(b,c) and (IsGray(a) and IsYellow(a)) or IsHeeled(d) & (forall e (forall a (  IsWearing(e,a) ->   IsYellow(a))))) -> (IsFive(e) and IsWearing(e,a))","(exists d (exists b (exists c (exists a (IsWears(b,c) and (IsGray(a) and IsYellow(a)) or IsHeeled(d))))) & (forall g (forall h (  IsWearing(g,h) ->   IsYellow(h))))) -> (exists e (exists a (IsFive(e) and IsWearing(e,a))))",0,,
183,183,1,,"A group of men in red shirts playing tug-of-war. Consequently, martial arts demonstration.",(IsInRedShirt(a) and IsPlayingTugOfWar(a) & (forall c (forall a (  IsPlayingTugOfWar(a) ->  WillOccur(c))))) -> (WillOccur(c)),(exists a (IsInRedShirt(a) and IsPlayingTugOfWar(a)) & (forall d (forall e (  IsPlayingTugOfWar(d) ->  WillOccur(e))))) -> (exists c (WillOccur(c))),0,,
184,184,1,,"Two men play volleyball on an indoor court. Therefore, people are playing volleyball.",(IsPlayingVolleyball(a) and IsOnIndoorCourt(b)) -> (IsPlayingVolleyball(d)),(exists b (exists a (IsPlayingVolleyball(a) and IsOnIndoorCourt(b)))) -> (exists d (IsPlayingVolleyball(d))),1,,
185,185,1,,"Small boy holding is arm out to balance himself while he goes down the fairground slide. As a consequence, a boy goes down a slide.",(forall b (IsOnSlide(b))) -> (exists c (IsSmall(c) and IsOnSlide(a))),(exists b (IsOnSlide(b))) -> (exists c (exists a (IsSmall(c) and IsOnSlide(a)))),1,,
186,186,1,,Men behind windows with bars on them. It follows that barred windows are in front of the men.,"(IsBehind(a,b) and HasBars(c)) -> (IsInFrontOf(a,b))","(exists b (exists c (exists a (IsBehind(a,b) and HasBars(c))))) -> (exists b (exists a (IsInFrontOf(a,b))))",0,,
187,187,1,,A man running. This implies that a man runs.,(IsRun(a)) -> (IsRun(a)),(exists a (IsRun(a))) -> (exists a (IsRun(a))),1,,
188,188,1,,"A man and woman are looking at something inside a market filled with many foods. Hence, a man and woman are grocery shopping.","(forall e (forall c (forall b ((IsInMarket(b) and IsLookingAt(a,c)) and IsFood(e)))) & (forall b (forall f ( IsInMarket(b) ->   IsMan(f)))) & (forall c (forall a (  IsWoman(a) ->   IsLookingAt(a,c)))) & (forall g (forall e ( IsGroceryShopping(g) ->   IsFood(e))))) -> (exists g (exists a (exists f (IsGroceryShopping(g) and IsMan(f) and IsWoman(a)))))","(exists b (exists c (exists a (exists e ((IsInMarket(b) and IsLookingAt(a,c)) and IsFood(e))))) & (forall h (forall i ( IsInMarket(h) ->   IsMan(i)))) & (forall k (forall j (  IsWoman(j) ->   IsLookingAt(j,k)))) & (forall m (forall l ( IsGroceryShopping(l) ->   IsFood(m))))) -> (exists g (exists a (exists f (IsGroceryShopping(g) and IsMan(f) and IsWoman(a)))))",0,,
189,189,1,,People are waiting in line for a train. It follows that people wait in line for a train.,() -> (),() -> (),1,,
190,190,1,,The brown dog with the blue muzzle is in the field. This implies that the dog is wearing a muzzle.,(exists b (IsBrown(a) and HasBlueMuzzle(b) and IsInField(c)) & (forall b (forall d ( IsWearingMuzzle(d) ->   HasBlueMuzzle(b))))) -> (forall d (IsWearingMuzzle(d))),(exists b (exists c (exists a (IsBrown(a) and HasBlueMuzzle(b) and IsInField(c)))) & (forall g (forall f ( IsWearingMuzzle(f) ->   HasBlueMuzzle(g))))) -> (exists d (IsWearingMuzzle(d))),1,,
191,191,1,,"Three gray dogs jump at a woman. As a consequence, dogs are jumping at someone.",(exists a (IsJumpedAt(a))) -> (forall b (IsJumpedAt(b))),(exists a (IsJumpedAt(a))) -> (exists b (IsJumpedAt(b))),1,,
192,192,1,,"Two ladies are cooking & talking and two gentlemen are talking in the opposite site of the kitchen. Therefore, four people are in the kitchen.","(forall a (IsCooking(a) and IsTalking(a,b) 2. IsTalking(a,b))) -> (exists b (IsInKitchen(b)))","(exists b (exists a (IsCooking(a) and IsTalking(a,b) 2. IsTalking(a,b)))) -> (exists b (IsInKitchen(b)))",1,,
193,193,1,,"A girl with blue shorts, a black top, and a purple hat sits in the bottom of a shopping cart in a grocery store. Therefore, a girl is out shopping while riding in a basket.",(forall a (IsWearingBlueShorts(a) and IsWearingBlackTop(a) and IsWearingPurpleHat(a)) & (forall b (forall a ( IsOutShopping(b) ->   IsWearingBlackTop(a))))) -> (exists b (IsOutShopping(b) and IsInBasket(c))),(exists a (IsWearingBlueShorts(a) and IsWearingBlackTop(a) and IsWearingPurpleHat(a)) & (forall d (forall e ( IsOutShopping(d) ->   IsWearingBlackTop(e))))) -> (exists b (exists c (IsOutShopping(b) and IsInBasket(c)))),1,,
194,194,1,,A Caucasian male jumping behind a graffited wall. It follows that a male jumping behind a graffited wall.,(forall b (IsCaucasian(b) and IsBehind(b)) & (forall b (forall c ( IsCaucasian(b) ->  IsMale(c)))) & (forall c (forall b ( IsMale(c) ->  IsCaucasian(b)))) & (forall b (forall c (  IsBehind(b) ->  IsMale(c))))) -> (exists c (IsMale(c) and IsBehind(a))),(exists b (IsCaucasian(b) and IsBehind(b)) & (forall d (forall e ( IsCaucasian(d) ->  IsMale(e)))) & (forall g (forall f ( IsMale(f) ->  IsCaucasian(g)))) & (forall h (forall i (  IsBehind(h) ->  IsMale(i))))) -> (exists c (exists a (IsMale(c) and IsBehind(a)))),1,,
195,195,1,,"Young boy wearing sunglasses, and a brown shirt with black swirls. Thus, a young boy is wearing brown and black.",(IsWearingBrown(a) and IsWearingBlack(b)) -> (IsWearingBrown(d) or IsWearingBlack(d)),(exists b (exists a (IsWearingBrown(a) and IsWearingBlack(b)))) -> (exists d (IsWearingBrown(d) or IsWearingBlack(d))),1,,
196,196,1,,people waiting for the subway. It follows that group waits for oncoming public transit.,"(exists b (exists a (IsWaitingFor(a,b)))) -> (forall d (forall c (IsWaitingFor(c,d))))","(exists b (exists a (IsWaitingFor(a,b)))) -> (exists c (exists d (IsWaitingFor(c,d))))",1,,
197,197,1,,"A man in a black shirt is at a skateboard park holding his skateboard. Thus, the man has a skateboard.",(IsHasSkateboard(a) & (forall a ( IsHasSkateboard(a) ->   HasSkateboard(a))) & (forall a (  HasSkateboard(a) ->  IsHasSkateboard(a)))) -> (IsInBlackShirt(c) and HasSkateboard(a)),(exists a (IsHasSkateboard(a)) & (forall d ( IsHasSkateboard(d) ->   HasSkateboard(d))) & (forall e (  HasSkateboard(e) ->  IsHasSkateboard(e)))) -> (exists c (exists a (IsInBlackShirt(c) and HasSkateboard(a)))),1,,
198,198,1,,"An elderly lady searches through some strawberries at a local vegetable stand. Hence, a old lady looking at produce.",(exists b (forall a (IsElderly(a) and IsThrough(b))) & (forall c (forall a ( IsElderly(a) ->  IsOld(c)))) & (forall c (forall a ( IsOld(c) ->  IsElderly(a)))) & (forall b (forall d (  IsThrough(b) ->   IsLookingAt(d))))) -> (forall d (exists c (IsOld(c) and IsLookingAt(d)))),(exists b (exists a (IsElderly(a) and IsThrough(b))) & (forall e (forall f ( IsElderly(e) ->  IsOld(f)))) & (forall g (forall h ( IsOld(g) ->  IsElderly(h)))) & (forall i (forall j (  IsThrough(i) ->   IsLookingAt(j))))) -> (exists c (exists d (IsOld(c) and IsLookingAt(d)))),1,,
199,199,1,,"Man drives car next to shipping containers. Consequently, a man drives his car past some containers.",(forall c (exists b (exists a (IsDrives(a) and IsNextTo(b) and IsShippingContainers(c)))) & (forall a (forall e ( IsDrives(a) ->   IsHisCar(e)))) & (forall c (forall f (  IsShippingContainers(c) ->   IsContainers(f)))) & (forall c (forall f (  IsContainers(f) ->   IsShippingContainers(c))))) -> (exists f (forall e (forall d (IsDrives(d) and IsHisCar(e) and IsContainers(f))))),(exists b (exists c (exists a (IsDrives(a) and IsNextTo(b) and IsShippingContainers(c)))) & (forall g (forall h ( IsDrives(g) ->   IsHisCar(h)))) & (forall i (forall j (  IsShippingContainers(i) ->   IsContainers(j)))) & (forall k (forall l (  IsContainers(k) ->   IsShippingContainers(l))))) -> (exists d (exists e (exists f (IsDrives(d) and IsHisCar(e) and IsContainers(f))))),1,,
200,0,0,,"Access to cleaner water has increased ; mortality from ‘ Extreme Weather Events ’ has declined by 99 per cent since the 1920s ; fewer people are dying from heat ; death rates from climate-sensitive diseases like malaria and diarrhoea have decreased ( since 1900 malaria death rates have declined 96 per cent ) ; hunger rates have declined ; poverty has declined ( GDP per capita has quadrupled since 1950 even as CO2 levels have sextupled ) ; life expectancy has more than doubled since the start of industrialisation ; health adjusted life expectancy has increased ; global inequality has decreased in terms of incomes , life expectancies and access to modern-day amenities ; the earth is green and more productive ; habitat lost to agriculture has peaked due to fossil fuel dependent technologies .",(IsAccessed(a)) -> (IsExtreme(b) and HasDeclined(c)),(exists a (IsAccessed(a))) -> (exists c (exists b (IsExtreme(b) and HasDeclined(c)))),1,appeal to emotion,
201,1,0,,"In its 2015 human-rights report on the island nation , the U.S. State Department said that significant problems include “ chronic government corruption , and chronic domestic violence , ” along with “ child abuse , sex trafficking , and lack of legal provisions protecting worker ’ s rights. ”",(exists b (exists a (IsSignificant(a) and ExistsIn(b)))) -> (forall c ((IsChronic(c) and HasGovernmentCorruption(c)) or (HasDomesticViolence(c) and HasChildAbuse(c)) or (HasSexTrafficking(c) and LacksLegalProvisionsProtectingWorkerRights(c)))),(exists a (exists b (IsSignificant(a) and ExistsIn(b)))) -> (exists c ((IsChronic(c) and HasGovernmentCorruption(c)) or (HasDomesticViolence(c) and HasChildAbuse(c)) or (HasSexTrafficking(c) and LacksLegalProvisionsProtectingWorkerRights(c)))),1,ad hominem,
202,2,0,,"Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .",(exists a (WillRiseMoreThan3Feet(a)) & (forall c (forall a ( WillRiseMoreThan3Feet(a) ->  IsEconomicImpactSignificant(c)))) & (forall a (forall d ( WillRiseMoreThan3Feet(a) ->   IsEnvironmentalImpactSignificant(d)))) & (forall e (forall a ( WillRiseMoreThan3Feet(a) ->   IsSignificant(e))))) -> (forall d ((IsEconomicImpactSignificant(c) and IsEnvironmentalImpactSignificant(d)) and IsSignificant(e))),(exists a (WillRiseMoreThan3Feet(a)) & (forall f (forall g ( WillRiseMoreThan3Feet(f) ->  IsEconomicImpactSignificant(g)))) & (forall h (forall i ( WillRiseMoreThan3Feet(h) ->   IsEnvironmentalImpactSignificant(i)))) & (forall k (forall j ( WillRiseMoreThan3Feet(j) ->   IsSignificant(k))))) -> (exists e (exists c (exists d ((IsEconomicImpactSignificant(c) and IsEnvironmentalImpactSignificant(d)) and IsSignificant(e))))),1,faulty generalization,
203,3,0,,"As we 've noted in this space , the idea of `` settled science '' peddled by environmentalists and politicians defies the history of science , which has seen repeated upheavals of previous forms of `` settled science . ''",(exists a (forall c (IsSettled(c) and IsHistoryOfScience(a)))) -> (forall d (exists a (exists d (HasRepeatedUpheaval(d) and IsHistoryOfScience(a))))),(exists c (exists a (IsSettled(c) and IsHistoryOfScience(a)))) -> (exists d (exists a (HasRepeatedUpheaval(d) and IsHistoryOfScience(a)))),0,faulty generalization,
